locus;location;strand;ATG;end
alr3649;Chr;direct;4402761;4403510
all3650;Chr;comp;4404183;4403617
all3651;Chr;comp;4405782;4404283
all3652;Chr;comp;4408370;4406022
all3653;Chr;comp;4409533;4409048
alr3654;Chr;direct;4409748;4411130
alr3655;Chr;direct;4411538;4411987
asl3656;Chr;comp;4412334;4412038
asr3657;Chr;direct;4412665;4412793
alr3658;Chr;direct;4412796;4414187
alr3659;Chr;direct;4415145;4416914
all3660;Chr;comp;4417822;4417145
alr3661;Chr;direct;4418762;4419073
alr3662;Chr;direct;4419169;4420803
alr3663;Chr;direct;4420908;4421957
asl3664;Chr;comp;4422436;4422209
asl3665;Chr;comp;4422736;4422494
alr3666;Chr;direct;4422800;4423639
alr3667;Chr;direct;4423667;4423969
alr3668;Chr;direct;4423990;4424316
all3669;Chr;comp;4424726;4424334
alr3670;Chr;direct;4424795;4426501
alr3671;Chr;direct;4426595;4427818
alr3672;Chr;direct;4427870;4429252
all3673;Chr;comp;4430001;4429411
asl3674;Chr;comp;4430632;4430459
all3675;Chr;comp;4431404;4430832
alr3676;Chr;direct;4431602;4433551
all3677;Chr;comp;4433964;4433587
all3678;Chr;comp;4436355;4434586
all3679;Chr;comp;4437555;4436671
all3680;Chr;comp;4438926;4437973
alr3681;Chr;direct;4440005;4441420
all3682;Chr;comp;4442685;4441723
alr3683;Chr;direct;4443275;4443973
alr3684;Chr;direct;4443983;4445320
alr3685;Chr;direct;4445419;4446339
asr3686;Chr;direct;4446444;4446677
all3687;Chr;comp;4447483;4447103
all3688;Chr;comp;4449111;4448071
alr3689;Chr;direct;4449527;4450174
alr3690;Chr;direct;4450405;4451625
all3691;Chr;comp;4458053;4451988
alr3692;Chr;direct;4458604;4459458
alr3693;Chr;direct;4459879;4460739
asr3694;Chr;direct;4461464;4461631
all3695;Chr;comp;4462807;4461641
all3696;Chr;comp;4464073;4462934
all3697;Chr;comp;4464914;4464078
alr3698;Chr;direct;4465828;4466997
alr3699;Chr;direct;4467059;4468207
alr3700;Chr;direct;4468308;4469018
alr3701;Chr;direct;4469152;4470792
all3702;Chr;comp;4471656;4470847
alr3703;Chr;direct;4471875;4472684
all3704;Chr;comp;4473279;4472761
alr3705;Chr;direct;4473345;4474808
alr3706;Chr;direct;4475153;4476793
alr3707;Chr;direct;4477202;4477939
asr3708;Chr;direct;4478014;4478202
asl3709;Chr;comp;4478838;4478641
alr3710;Chr;direct;4478870;4480294
alr3711;Chr;direct;4480335;4481492
alr3712;Chr;direct;4481676;4482410
all3713;Chr;comp;4483325;4482525
alr3714;Chr;direct;4483431;4484243
alr3715;Chr;direct;4484381;4484680
alr3716;Chr;direct;4484913;4487798
all3717;Chr;comp;4489819;4488053
alr3718;Chr;direct;4489860;4490618
all3719;Chr;comp;4491321;4490659
alr3720;Chr;direct;4491606;4491995
asl3721;Chr;comp;4492296;4492102
all3722;Chr;comp;4493748;4492537
alr3723;Chr;direct;4493940;4496675
alr3724;Chr;direct;4496747;4498162
alr3725;Chr;direct;4498303;4499274
asl3726;Chr;comp;4499702;4499523
alr3727;Chr;direct;4499998;4501080
all3728;Chr;comp;4501823;4501245
alr3729;Chr;direct;4501881;4502297
alr3730;Chr;direct;4502411;4503793
alr3731;Chr;direct;4503856;4506432
alr3732;Chr;direct;4506734;4508437
all3733;Chr;comp;4508842;4508525
all3734;Chr;comp;4510436;4509474
all3735;Chr;comp;4511835;4510753
all3736;Chr;comp;4513216;4511888
alr3737;Chr;direct;4513433;4514017
alr3738;Chr;direct;4514118;4514792
alr3739;Chr;direct;4515106;4516134
all3740;Chr;comp;4516981;4516268
all3741;Chr;comp;4518231;4517098
alr3742;Chr;direct;4518429;4519511
all3743;Chr;comp;4519949;4519587
all3744;Chr;comp;4521770;4520073
all3745;Chr;comp;4522637;4521879
all3746;Chr;comp;4524546;4523158
all3747;Chr;comp;4525190;4524735
all3748;Chr;comp;4525985;4525191
alr3749;Chr;direct;4526069;4527469
all3750;Chr;comp;4528270;4527647
alr3751;Chr;direct;4528364;4529530
alr3752;Chr;direct;4529803;4530354
all3753;Chr;comp;4531253;4530462
alr3754;Chr;direct;4531940;4533241
alr3755;Chr;direct;4533321;4534808
alr3756;Chr;direct;4535050;4537869
alr3757;Chr;direct;4537835;4539916
alr3758;Chr;direct;4540251;4540589
all3759;Chr;comp;4541804;4540614
alr3760;Chr;direct;4541954;4542370
alr3761;Chr;direct;4542408;4547060
alr3762;Chr;direct;4547801;4549567
asr3763;Chr;direct;4549704;4549895
all3764;Chr;comp;4551243;4550134
all3765;Chr;comp;4552604;4551273
all3766;Chr;comp;4553286;4552855
all3767;Chr;comp;4554915;4553524
alr3768;Chr;direct;4555491;4556213
alr3769;Chr;direct;4556463;4557185
asr3770;Chr;direct;4557191;4557385
alr3771;Chr;direct;4557597;4559093
all3772;Chr;comp;4560050;4559115
all3773;Chr;comp;4562635;4560512
alr3774;Chr;direct;4562760;4563455
alr3775;Chr;direct;4563740;4564087
all3776;Chr;comp;4564839;4564375
asl3777;Chr;comp;4565377;4565135
asl3778;Chr;comp;4565689;4565498
all3779;Chr;comp;4566032;4565715
all3780;Chr;comp;4567892;4566393
all3781;Chr;comp;4569107;4568649
all3782;Chr;comp;4571748;4569301
asr3783;Chr;direct;4571866;4572045
asl3784;Chr;comp;4572506;4572231
all3785;Chr;comp;4575145;4573559
all3786;Chr;comp;4576328;4575282
all3787;Chr;comp;4577993;4576443
all3788;Chr;comp;4579122;4578406
alr3789;Chr;direct;4579676;4581976
alr3790;Chr;direct;4582067;4582522
all3791;Chr;comp;4583236;4582607
all3792;Chr;comp;4583870;4583319
all3793;Chr;comp;4584981;4584277
all3794;Chr;comp;4586510;4585269
alr3795;Chr;direct;4586706;4587053
asr3796;Chr;direct;4587211;4587369
all3797;Chr;comp;4588311;4587526
alr3798;Chr;direct;4588928;4589719
alr3799;Chr;direct;4589809;4591548
alr3800;Chr;direct;4592103;4593086
alr3801;Chr;direct;4593741;4594382
all3802;Chr;comp;4595090;4594398
alr3803;Chr;direct;4595360;4595755
alr3804;Chr;direct;4595965;4597116
all3805;Chr;comp;4598104;4597349
alr3806;Chr;direct;4598241;4599593
alr3807;Chr;direct;4599544;4601358
alr3808;Chr;direct;4602026;4602580
alr3809;Chr;direct;4603257;4606571
alr3810;Chr;direct;4607438;4608436
alr3811;Chr;direct;4608580;4609053
alr3812;Chr;direct;4609557;4609889
alr3813;Chr;direct;4610037;4610495
alr3814;Chr;direct;4610580;4611242
alr3815;Chr;direct;4612163;4614652
alr3816;Chr;direct;4615483;4616214
alr3817;Chr;direct;4616276;4617124
alr3818;Chr;direct;4617595;4618365
all3819;Chr;comp;4619395;4618550
all3820;Chr;comp;4619925;4619407
all3821;Chr;comp;4620588;4619947
all3822;Chr;comp;4621377;4620649
alr3823;Chr;direct;4621554;4623077
alr3824;Chr;direct;4623178;4623978
alr3825;Chr;direct;4624072;4624965
all3826;Chr;comp;4625721;4624996
alr3827;Chr;direct;4625975;4627393
alr3828;Chr;direct;4627557;4628018
alr3829;Chr;direct;4628177;4629454
asr3830;Chr;direct;4629603;4629872
asr3831;Chr;direct;4630065;4630223
alr3832;Chr;direct;4630362;4633481
alr3833;Chr;direct;4633673;4634284
asr3834;Chr;direct;4634291;4634488
all3835;Chr;comp;4635015;4634485
all3836;Chr;comp;4635851;4635042
all3837;Chr;comp;4636774;4635944
all3838;Chr;comp;4639113;4636981
all3839;Chr;comp;4640419;4639103
all3840;Chr;comp;4641123;4640596
all3841;Chr;comp;4641853;4641116
all3842;Chr;comp;4642206;4641844
alr3843;Chr;direct;4642402;4642737
alr3844;Chr;direct;4642891;4643910
asr3845;Chr;direct;4644016;4644264
asr3846;Chr;direct;4644274;4644411
asr3847;Chr;direct;4644432;4644551
asr3848;Chr;direct;4644621;4644743
asl3849;Chr;comp;4645137;4644997
all3850;Chr;comp;4647871;4645247
asl3851;Chr;comp;4648603;4648355
all3852;Chr;comp;4649451;4648606
all3853;Chr;comp;4650394;4649618
all3854;Chr;comp;4652136;4651315
alr3855;Chr;direct;4652548;4652991
asl3856;Chr;comp;4653426;4653157
alr3857;Chr;direct;4653866;4654711
alr3858;Chr;direct;4655902;4657188
all3859;Chr;comp;4658439;4657465
asl3860;Chr;comp;4658819;4658547
all3861;Chr;comp;4659859;4659149
all3862;Chr;comp;4662278;4660692
alr3863;Chr;direct;4662782;4663567
alr3864;Chr;direct;4663687;4664877
all3865;Chr;comp;4665901;4664915
all3866;Chr;comp;4667009;4665954
alr3867;Chr;direct;4667104;4668498
asl3868;Chr;comp;4668784;4668548
all3869;Chr;comp;4670158;4669028
all3870;Chr;comp;4670689;4670258
alr3871;Chr;direct;4670926;4672434
all3872;Chr;comp;4673322;4672522
all3873;Chr;comp;4674196;4673408
alr3874;Chr;direct;4674472;4675185
all3875;Chr;comp;4676152;4675268
all3876;Chr;comp;4676994;4676299
alr3877;Chr;direct;4676996;4678387
asr3878;Chr;direct;4678598;4678879
all3879;Chr;comp;4681655;4678950
all3880;Chr;comp;4682724;4681828
asr3881;Chr;direct;4682898;4683062
alr3882;Chr;direct;4683304;4684062
alr3883;Chr;direct;4684073;4684570
alr3884;Chr;direct;4684652;4686439
alr3885;Chr;direct;4686521;4687309
asr3886;Chr;direct;4687483;4687689
alr3887;Chr;direct;4687822;4689207
asl3888;Chr;comp;4689513;4689349
asl3889;Chr;comp;4689817;4689569
alr3890;Chr;direct;4690045;4690785
all3891;Chr;comp;4692637;4690925
all3892;Chr;comp;4695940;4693316
all3893;Chr;comp;4696864;4696430
all3894;Chr;comp;4697531;4697028
all3895;Chr;comp;4699507;4697783
alr3896;Chr;direct;4699617;4700447
alr3897;Chr;direct;4700541;4701365
all3898;Chr;comp;4702180;4701353
all3899;Chr;comp;4702730;4702284
alr3900;Chr;direct;4703282;4704481
alr3901;Chr;direct;4704938;4705432
all3902;Chr;comp;4707137;4705536
all3903;Chr;comp;4707738;4707361
alr3904;Chr;direct;4707858;4708559
alr3905;Chr;direct;4708605;4709138
alr3906;Chr;direct;4709141;4709989
alr3907;Chr;direct;4710072;4710650
all3908;Chr;comp;4711618;4710659
all3909;Chr;comp;4712913;4711861
alr3910;Chr;direct;4713185;4713943
alr3911;Chr;direct;4713981;4716047
alr3912;Chr;direct;4716186;4717070
all3913;Chr;comp;4717957;4717076
all3914;Chr;comp;4719314;4718088
alr3915;Chr;direct;4720025;4721896
all3916;Chr;comp;4723121;4721970
alr3917;Chr;direct;4723316;4724659
all3918;Chr;comp;4725532;4724699
alr3919;Chr;direct;4725616;4726527
alr3920;Chr;direct;4727147;4728391
alr3921;Chr;direct;4728513;4729868
all3922;Chr;comp;4730942;4729986
asl3923;Chr;comp;4731168;4731007
all3924;Chr;comp;4733973;4731430
alr3925;Chr;direct;4734617;4737580
alr3926;Chr;direct;4738226;4739554
all3927;Chr;comp;4742331;4739740
asl3928;Chr;comp;4743671;4743441
asl3929;Chr;comp;4744840;4744637
alr3930;Chr;direct;4745625;4746311
alr3931;Chr;direct;4746460;4747131
alr3932;Chr;direct;4747366;4748061
all3933;Chr;comp;4750378;4748153
alr3934;Chr;direct;4750862;4752406
asr3935;Chr;direct;4752954;4753238
alr3936;Chr;direct;4753310;4754368
alr3937;Chr;direct;4754386;4755855
alr3938;Chr;direct;4756241;4757164
all3939;Chr;comp;4758490;4757543
all3940;Chr;comp;4759024;4758590
all3941;Chr;comp;4760214;4759201
all3942;Chr;comp;4761426;4760410
alr3943;Chr;direct;4761770;4762555
alr3944;Chr;direct;4762542;4762844
alr3945;Chr;direct;4762841;4763641
alr3946;Chr;direct;4763762;4764586
alr3947;Chr;direct;4764864;4765784
alr3948;Chr;direct;4765777;4766439
alr3949;Chr;direct;4766822;4767442
alr3950;Chr;direct;4767515;4768330
all3951;Chr;comp;4769321;4768659
alr3952;Chr;direct;4769845;4770564
all3953;Chr;comp;4772284;4771271
alr3954;Chr;direct;4772657;4773373
alr3955;Chr;direct;4773752;4774138
alr3956;Chr;direct;4774335;4776425
alr3957;Chr;direct;4776833;4778410
alr3958;Chr;direct;4778642;4779379
alr3959;Chr;direct;4779673;4780353
asr3960;Chr;direct;4780493;4780726
asr3961;Chr;direct;4780723;4780977
all3962;Chr;comp;4781827;4781207
all3963;Chr;comp;4782274;4781957
all3964;Chr;comp;4783717;4782290
alr3965;Chr;direct;4783823;4784680
asl3966;Chr;comp;4785078;4784824
all3967;Chr;comp;4785802;4785227
alr3968;Chr;direct;4785910;4786239
all3969;Chr;comp;4786668;4786366
all3970;Chr;comp;4787417;4786746
all3971;Chr;comp;4788508;4787414
all3972;Chr;comp;4789030;4788629
asl3973;Chr;comp;4789239;4789018
asl3974;Chr;comp;4789451;4789278
all3975;Chr;comp;4790835;4789624
all3976;Chr;comp;4792260;4790980
all3977;Chr;comp;4792873;4792361
asl3978;Chr;comp;4793069;4792902
alr3979;Chr;direct;4793740;4794087
alr3980;Chr;direct;4794140;4794670
asl3981;Chr;comp;4795388;4795173
alr3982;Chr;direct;4795771;4797135
all3983;Chr;comp;4798386;4797184
all3984;Chr;comp;4799459;4798764
all3985;Chr;comp;4801462;4799618
all3986;Chr;comp;4802645;4801437
all3987;Chr;comp;4803271;4802681
alr3988;Chr;direct;4803909;4806935
all3989;Chr;comp;4809653;4806939
alr3990;Chr;direct;4810007;4810378
all3991;Chr;comp;4811140;4810745
asr3992;Chr;direct;4811378;4811566
alr3993;Chr;direct;4811761;4812333
alr3994;Chr;direct;4813016;4813423
alr3995;Chr;direct;4813428;4814693
alr3996;Chr;direct;4814841;4815386
alr3997;Chr;direct;4815490;4816980
asl3998;Chr;comp;4817229;4816981
all3999;Chr;comp;4817606;4817307
all4000;Chr;comp;4818661;4817699
all4001;Chr;comp;4820118;4819084
all4002;Chr;comp;4822119;4820689
all4003;Chr;comp;4823150;4822122
asr4004;Chr;direct;4823270;4823518
alr4005;Chr;direct;4823654;4824910
all4006;Chr;comp;4825318;4824935
alr4007;Chr;direct;4825975;4826571
all4008;Chr;comp;4828913;4827144
alr4009;Chr;direct;4829483;4830322
alr4010;Chr;direct;4830340;4830930
alr4011;Chr;direct;4831007;4831777
all4012;Chr;comp;4832229;4831816
all4013;Chr;comp;4833169;4832348
asl4014;Chr;comp;4834156;4833860
alr4015;Chr;direct;4834564;4835355
alr4016;Chr;direct;4835491;4835877
alr4017;Chr;direct;4836030;4837286
all4018;Chr;comp;4838908;4837529
all4019;Chr;comp;4840575;4839046
all4020;Chr;comp;4841863;4840718
all4021;Chr;comp;4843132;4842083
asl4022;Chr;comp;4844062;4843778
all4023;Chr;comp;4845495;4844455
all4024;Chr;comp;4846998;4845556
all4025;Chr;comp;4848368;4847178
all4026;Chr;comp;4850999;4848435
alr4027;Chr;direct;4852466;4852876
alr4028;Chr;direct;4853111;4853974
alr4029;Chr;direct;4854464;4855240
alr4030;Chr;direct;4855283;4856155
alr4031;Chr;direct;4856203;4857483
alr4032;Chr;direct;4857483;4858571
alr4033;Chr;direct;4858580;4859581
asl4034;Chr;comp;4859936;4859718
all4035;Chr;comp;4863714;4860196
alr4036;Chr;direct;4864109;4864693
all4037;Chr;comp;4865570;4864809
all4038;Chr;comp;4866196;4865708
asl4039;Chr;comp;4866423;4866193
all4040;Chr;comp;4867515;4866472
all4041;Chr;comp;4868143;4867550
all4042;Chr;comp;4870231;4868576
alr4043;Chr;direct;4870392;4870751
alr4044;Chr;direct;4871168;4872265
alr4045;Chr;direct;4872279;4872959
alr4046;Chr;direct;4872971;4873978
asl4047;Chr;comp;4874281;4874051
asr4048;Chr;direct;4874555;4874758
all4049;Chr;comp;4875391;4874846
all4050;Chr;comp;4876504;4875530
all4051;Chr;comp;4877661;4876816
all4052;Chr;comp;4879667;4877766
asl4053;Chr;comp;4880472;4880260
alr4054;Chr;direct;4880695;4881519
all4055;Chr;comp;4882635;4881652
alr4056;Chr;direct;4882768;4883103
alr4057;Chr;direct;4883744;4885552
alr4058;Chr;direct;4885563;4887371
alr4059;Chr;direct;4887340;4887720
alr4060;Chr;direct;4887881;4889314
alr4061;Chr;direct;4889323;4890264
alr4062;Chr;direct;4890534;4892168
all4063;Chr;comp;4892873;4892355
alr4064;Chr;direct;4893009;4894172
alr4065;Chr;direct;4894391;4894756
alr4066;Chr;direct;4894753;4895145
alr4067;Chr;direct;4895449;4895946
alr4068;Chr;direct;4895975;4896703
alr4069;Chr;direct;4896809;4897924
all4070;Chr;comp;4898931;4898221
all4071;Chr;comp;4900952;4899267
alr4072;Chr;direct;4901476;4902957
all4073;Chr;comp;4903644;4903279
all4074;Chr;comp;4904904;4903942
alr4075;Chr;direct;4905053;4906609
asr4076;Chr;direct;4906726;4906941
alr4077;Chr;direct;4907883;4908227
all4078;Chr;comp;4910614;4908488
alr4079;Chr;direct;4910728;4911228
all4080;Chr;comp;4912981;4911332
all4081;Chr;comp;4914427;4913135
alr4082;Chr;direct;4920599;4921231
all4083;Chr;comp;4923271;4921313
all4084;Chr;comp;4923905;4923324
all4085;Chr;comp;4924699;4924034
alr4086;Chr;direct;4924859;4925350
all4087;Chr;comp;4925833;4925465
alr4088;Chr;direct;4925883;4927412
all4089;Chr;comp;4928220;4927444
all4090;Chr;comp;4929486;4928362
asl4091;Chr;comp;4929727;4929551
all4092;Chr;comp;4930982;4929939
asr4093;Chr;direct;4931477;4931722
alr4094;Chr;direct;4932447;4933676
alr4095;Chr;direct;4933759;4934409
all4096;Chr;comp;4935492;4934422
all4097;Chr;comp;4938443;4935546
asl4098;Chr;comp;4939109;4938915
alr4099;Chr;direct;4939577;4940470
alr4100;Chr;direct;4940632;4941369
all4101;Chr;comp;4941854;4941471
all4102;Chr;comp;4943210;4942035
all4103;Chr;comp;4944023;4943340
alr4104;Chr;direct;4944752;4945960
alr4105;Chr;direct;4946264;4947916
all4106;Chr;comp;4949046;4947976
all4107;Chr;comp;4950076;4949468
asr4108;Chr;direct;4950121;4950300
all4109;Chr;comp;4951563;4950856
all4110;Chr;comp;4952768;4951626
alr4111;Chr;direct;4952980;4955130
alr4112;Chr;direct;4955215;4956603
all4113;Chr;comp;4957184;4956600
alr4114;Chr;direct;4957398;4957871
alr4115;Chr;direct;4958087;4958560
all4116;Chr;comp;4959273;4958569
all4117;Chr;comp;4960682;4959447
all4118;Chr;comp;4961437;4960898
alr4119;Chr;direct;4962145;4962582
all4120;Chr;comp;4964004;4962715
all4121;Chr;comp;4965550;4964228
asl4122;Chr;comp;4966699;4966538
alr4123;Chr;direct;4966719;4967723
alr4124;Chr;direct;4968108;4969250
all4125;Chr;comp;4970849;4969302
all4126;Chr;comp;4972318;4971074
all4127;Chr;comp;4974561;4972867
all4128;Chr;comp;4976673;4975087
alr4129;Chr;direct;4976929;4978104
all4130;Chr;comp;4979066;4978161
all4131;Chr;comp;4980457;4979255
alr4132;Chr;direct;4980547;4980954
asr4133;Chr;direct;4981058;4981351
alr4134;Chr;direct;4981348;4981719
all4135;Chr;comp;4982275;4981889
asl4136;Chr;comp;4982499;4982272
asl4137;Chr;comp;4983070;4982831
asl4138;Chr;comp;4983401;4983105
all4139;Chr;comp;4984269;4983553
all4140;Chr;comp;4986271;4984481
alr4141;Chr;direct;4986552;4987664
all4142;Chr;comp;4988382;4987813
all4143;Chr;comp;4988972;4988397
all4144;Chr;comp;4989668;4989024
all4145;Chr;comp;4990251;4989760
asl4146;Chr;comp;4990628;4990365
alr4147;Chr;direct;4990744;4992411
all4148;Chr;comp;4992804;4992505
alr4149;Chr;direct;4993218;4994186
alr4150;Chr;direct;4994192;4994962
alr4151;Chr;direct;4994979;4995641
all4152;Chr;comp;4996990;4995638
alr4153;Chr;direct;4997078;4997902
asr4154;Chr;direct;4997970;4998155
all4155;Chr;comp;4999195;4998359
alr4156;Chr;direct;4999616;5001478
alr4157;Chr;direct;5001570;5003072
alr4158;Chr;direct;5003292;5004620
all4159;Chr;comp;5005710;5004817
all4160;Chr;comp;5007439;5006384
alr4161;Chr;direct;5007627;5008421
all4162;Chr;comp;5009295;5008657
all4163;Chr;comp;5010081;5009482
alr4164;Chr;direct;5010491;5011600
alr4165;Chr;direct;5011668;5012594
alr4166;Chr;direct;5012632;5013777
alr4167;Chr;direct;5013793;5014539
alr4168;Chr;direct;5015231;5016502
alr4169;Chr;direct;5017060;5017518
alr4170;Chr;direct;5017515;5018015
alr4171;Chr;direct;5018096;5019049
alr4172;Chr;direct;5019276;5020721
alr4173;Chr;direct;5020877;5022034
alr4174;Chr;direct;5022225;5022905
alr4175;Chr;direct;5023005;5023895
alr4176;Chr;direct;5023879;5025516
asl4177;Chr;comp;5025978;5025817
alr4178;Chr;direct;5025948;5027096
all4179;Chr;comp;5029003;5027222
all4180;Chr;comp;5029904;5029155
asl4181;Chr;comp;5030158;5029925
all4182;Chr;comp;5031859;5030258
all4183;Chr;comp;5033792;5032098
all4184;Chr;comp;5034529;5033924
all4185;Chr;comp;5035648;5034548
asl4186;Chr;comp;5035990;5035751
all4187;Chr;comp;5036514;5036098
all4188;Chr;comp;5036969;5036514
all4189;Chr;comp;5037891;5037043
all4190;Chr;comp;5038326;5037976
all4191;Chr;comp;5039309;5038362
all4192;Chr;comp;5039995;5039600
all4193;Chr;comp;5040430;5040050
asl4194;Chr;comp;5040658;5040545
asl4195;Chr;comp;5040999;5040775
all4196;Chr;comp;5041753;5041199
all4197;Chr;comp;5043066;5041753
all4198;Chr;comp;5043583;5043137
all4199;Chr;comp;5044176;5043652
all4200;Chr;comp;5044631;5044269
all4201;Chr;comp;5045182;5044634
all4202;Chr;comp;5045680;5045279
all4203;Chr;comp;5046249;5045701
asl4204;Chr;comp;5046645;5046355
all4205;Chr;comp;5047076;5046708
asl4206;Chr;comp;5047360;5047115
asl4207;Chr;comp;5047597;5047373
all4208;Chr;comp;5048029;5047601
all4209;Chr;comp;5048959;5048177
all4210;Chr;comp;5049371;5049012
asl4211;Chr;comp;5049734;5049456
all4212;Chr;comp;5050720;5049857
all4213;Chr;comp;5051041;5050727
all4214;Chr;comp;5051666;5051034
all4215;Chr;comp;5052366;5051731
alr4216;Chr;direct;5053254;5053742
all4217;Chr;comp;5054407;5053940
all4218;Chr;comp;5055025;5054567
all4219;Chr;comp;5056097;5055270
all4220;Chr;comp;5056862;5056404
